id,split,training_eligible,exclusion_reason,source,source_id,category,input_text,target_text,part_of_speech,variants,quality_status
wiktionary-00774,train,true,,wiktionary,774,lexicon,гъончэдж,pants,noun,гъончэдж | гъончэджэхэкӏэ | гъошэгьэхэкӏэ | гъошэгь | гъончэджэхэ | гъончэджэхэмэ | гъончэджэхэр | гъончэджэкӏэ | гъончэджэхыу | гъошэгьэхыу | гъончэджэм | гъошэгьэ | гъончэджэхэм | гъошэгьэхэмэ | гъончэджэ | гъончэджэр | гъончэджыу | гъошэгьэм | гъошэгьэхэр | гъошэгьэхэм | гъошэгьэкӏэ | гъошэгьэр | гъошэгьэхэ | гъошэгьыу,accepted
wiktionary-00775,test,true,,wiktionary,775,lexicon,гъончэдж чӏэгъычӏэлъ,underwear,noun,гъончэдж чӏэгъычӏэлъ | гъончэдж чӏэгъычӏэлъэм | гъошэгь чӏэгъычӏэлъэхэкӏэ | гъошэгь чӏэгъычӏэлъэхэр | гъошэгь чӏэгъычӏэлъэм | гъончэдж чӏэгъычӏэлъэхэкӏэ | гъончэдж чӏэгъычӏэлъэкӏэ | гъончэдж чӏэгъычӏэлъэхэмэ | гъошэгь чӏэгъычӏэлъэкӏэ | гъошэгь чӏэгъычӏэлъэхэмэ | гъошэгь чӏэгъычӏэлъыу | гъончэдж чӏэгъычӏэлъэхэм | гъошэгь чӏэгъычӏэлъэр | гъошэгь чӏэгъычӏэлъэ | гъончэдж чӏэгъычӏэлъэ | гъошэгь чӏэгъычӏэлъэхэ | гъошэгь чӏэгъычӏэлъэхэм | гъончэдж чӏэгъычӏэлъэхэ | гъончэдж чӏэгъычӏэлъэхэр | гъошэгь чӏэгъычӏэлъэхыу | гъончэдж чӏэгъычӏэлъэхыу | гъошэгь чӏэгъычӏэлъ | гъончэдж чӏэгъычӏэлъыу | гъончэдж чӏэгъычӏэлъэр,accepted
wiktionary-00776,train,true,,wiktionary,776,lexicon,гъоплъашъу,brass color,adj,гъоплъашъу | гъоплъашъухыу | гъоплъашъуэхэм | гъоплъашъуэкӏэ | гъоплъашъуэхэкӏэ | гъоплъашъуэхэмэ | гъоплъашъуэм | гъоплъашъуэхэ | гъоплъашъуэр | гъоплъашъуыу | гъоплъашъуэхэр | гъоплъашъуэ,accepted
wiktionary-00777,train,true,,wiktionary,777,lexicon,гъоплъышъо,brass ; color of copper,adj,гъоплъышъо | гъоплъашъоэм | гъоплъышъоэм | гъоплъышъоэхэм | гъоплъашъоэхэм | гъоплъышъоыу | гъоплъашъохыу | гъоплъышъоэхэкӏэ | гъоплъышъоэкӏэ | гъоплъышъоэхэ | гъоплъашъоэхэкӏэ | гъоплъашъоэкӏэ | гъоплъашъоыу | гъоплъашъоэ | гъоплъышъоэ | гъоплъышъоэхэр | гъоплъышъоэр | гъоплъашъоэр | гъоплъышъоэхэмэ | гъоплъашъоэхэ | гъоплъашъоэхэр | гъоплъышъохыу | гъоплъашъоэхэмэ | гъоплъашъо,accepted
wiktionary-00778,train,true,,wiktionary,778,lexicon,гъопэкӏаку,short-sleeved shirt,noun,гъопэкӏаку | гъопэкӏьакуэр | гъопэкӏьакуэхэр | гъопэкӏьакуэм | гъопэкӏакуэхэр | гъопэкӏьакуэхэ | гъопэкӏакуэ | гъопэкӏакуэхэкӏэ | гъопэкӏьакуэкӏэ | гъопэкӏакуэм | гъопэкӏьакуэхэм | гъопэкӏакуэкӏэ | гъопэкӏьакуэ | гъопэкӏьакуэхэкӏэ | гъопэкӏакуэхэм | гъопэкӏьакуэхэмэ | гъопэкӏьаку | гъопэкӏакуэхэмэ | гъопэкӏьакухыу | гъопэкӏьакуыу | гъопэкӏакуэхэ | гъопэкӏакухыу | гъопэкӏакуэр | гъопэкӏакуыу,accepted
wiktionary-00779,validation,true,,wiktionary,779,lexicon,гъопэкӏэхь,long-sleeved shirt,noun,гъопэкӏэхь | гъопэкӏэхьэхыу | гъопэкӏэхьэкӏэ | гъопэкӏьэхьэхэмэ | гъопэкӏэхьэр | гъопэкӏьэхьэхэм | гъопэкӏэхьэм | гъопэкӏьэхьэкӏэ | гъопэкӏэхьэхэм | гъопэкӏьэхьэм | гъопэкӏьэхьэ | гъопэкӏьэхьэхэкӏэ | гъопэкӏэхьэхэмэ | гъопэкӏьэхьэхыу | гъопэкӏэхьэхэр | гъопэкӏьэхьыу | гъопэкӏьэхь | гъопэкӏьэхьэр | гъопэкӏэхьэхэ | гъопэкӏэхьыу | гъопэкӏьэхьэхэ | гъопэкӏэхьэ | гъопэкӏэхьэхэкӏэ | гъопэкӏьэхьэхэр,accepted
wiktionary-00780,train,true,,wiktionary,780,lexicon,гъотын,to find,verb,гъотын,accepted
wiktionary-00781,train,true,,wiktionary,781,lexicon,гъоу,herald,noun,гъоу | гъоуэр | гъоуыу | гъоуэхэм | гъоуэм | гъоуэхэр | гъоуэхэмэ | гъоуэхэ | гъоухыу | гъоуэкӏэ | гъоуэхэкӏэ | гъоуэ,accepted
wiktionary-00782,train,true,,wiktionary,782,lexicon,гъофы,brass,noun,гъофы,accepted
wiktionary-00783,train,true,,wiktionary,783,lexicon,гъочӏэгъ,cave,noun,гъочӏэгъ,accepted
wiktionary-00784,validation,true,,wiktionary,784,lexicon,гъощэн,"to lose one's way, to go astray, to get lost (by going the wrong way)",verb,гъощэн,accepted
wiktionary-00785,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,785,lexicon,гъу,burrow,noun,гъу | гъухэмэ | гъумкӏэ | гъухэм | гъуу | гъухэкӏэ | гъухэр | гъур | гъукӏэ | гъухыу | гъум,accepted
wiktionary-00786,validation,true,,wiktionary,786,lexicon,гъуазэ,guide,noun,гъуазэ | гъуазэхэм | гъуазэу | гъуазэхыу | гъуазэхэ | гъуазэм | гъуазэр | гъуазэкӏэ | гъуазэхэкӏэ | гъуазэхэмэ | гъуазэхэр,accepted
wiktionary-00787,train,true,,wiktionary,787,lexicon,гъуамэ,smell,noun,гъуамэ | гъуамэм | гъуамэу | гъуамэхэр | гъуамэр | гъуамэхэкӏэ | гъуамэхэм | гъуамэхэ | гъуамэкӏэ | гъуамэхэмэ | гъуамэхыу,accepted
wiktionary-00788,train,true,,wiktionary,788,lexicon,гъуанэ,hole,noun,гъуанэ,accepted
wiktionary-00789,train,true,,wiktionary,789,lexicon,гъуаплъэ,copper,noun,гъуаплъэ | гъуаплъэхэ | гъуаплъэхэкӏэ | гъуаплъэхыу | гъуаплъэкӏэ | гъуаплъэм | гъуаплъэхэр | гъуаплъэу | гъуаплъэхэм | гъуаплъэр | гъуаплъэхэмэ,accepted
wiktionary-00790,test,true,,wiktionary,790,lexicon,гъуапэ,sleeve,noun,гъуапэ | гъуапэкӏэ | гъуапэу | гъуапэхэмэ | гъуапэр | гъуапэхэр | гъуапэм | гъуапэхэм | гъуапэхэкӏэ | гъуапэхыу | гъуапэхэ,accepted
wiktionary-00791,train,true,,wiktionary,791,lexicon,гъубдж,Tuesday,noun,гъубдж | гъубджэхэкӏэ | гъубджэхэр | гъубджэ | гъубджэм | гъубджэхэ | гъубджэкӏэ | гъубджэхыу | гъубджэхэмэ | гъубджэхэм | гъубджыу | гъубджэр,accepted
wiktionary-00792,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,792,lexicon,гъугъэ,dry (plants; food),adj,гъугъэ | гъугъэхэм | гъугъэхэ | гъугъэхэр | гъугъэхэмэ | гъугъэм | гъугъэр | гъугъэу | гъугъэкӏэ | гъугъэхэкӏэ | гъугъэхыу,accepted
wiktionary-00793,train,true,,wiktionary,793,lexicon,гъукӏэ,blacksmith,noun,гъукӏэ | гъукӏэхэкӏэ | гъукӏэу | гъукӏэр | гъукӏэхэм | гъукӏэхыу | гъукӏэкӏэ | гъукӏэхэ | гъукӏэхэр | гъукӏэм | гъукӏэхэмэ,accepted
wiktionary-00794,validation,true,,wiktionary,794,lexicon,гъумы,thick ; pregnant,adj,гъумы,accepted
wiktionary-00795,train,true,,wiktionary,795,lexicon,гъумы-тӏымын,"to mutter, to mumble",verb,гъумы-тӏымын,accepted
wiktionary-00796,train,true,,wiktionary,796,lexicon,гъун,to be dehydrate; to dry out,verb,гъун | мэгъун,accepted
wiktionary-00797,train,true,,wiktionary,797,lexicon,гъунапкъэ,"border ; boundary, border, borderline, frontier (the line or frontier area separating regions)",noun,гъунапкъэ | гъунапкъэм | гъунапкъэхэмэ | гъунапкъэу | гъунапкъэхыу | гъунапкъэр | гъунапкъэхэр | гъунапкъэхэм | гъунапкъэкӏэ | гъунапкъэхэ | гъунапкъэхэкӏэ,accepted
wiktionary-00798,train,true,,wiktionary,798,lexicon,гъунд,gadfly,noun,гъунд | гъундэр | гъундэм | гъундэхэмэ | гъундэхэ | гъундэхэкӏэ | гъундэхэм | гъундэкӏэ | гъундэхэр | гъундэ | гъундэхыу | гъундыу,accepted
wiktionary-00799,train,true,,wiktionary,799,lexicon,гъунджэ,mirror,noun,гъунджэ | гъунгьэу | гъургьэ | гъунгьэхэм | гъунджэхыу | гъунджэхэ | гъунгьэм | гъунгьэхэ | гъургьэхэр | гъургьэу | гъунгьэкӏэ | гъунгьэ | гъунджэу | гъунгьэхэмэ | гъургьэхэкӏэ | гъургьэхэмэ | гъургьэхэм | гъунгьэхэр | гъунгьэр | гъунгьэхэкӏэ | гъунджэм | гъунджэкӏэ | гъургьэр | гъургьэхэ | гъунджэхэмэ | гъунджэр | гъунджэхэм | гъунджэхэкӏэ | гъургьэм | гъунджэхэр | гъунгьэхыу | гъургьэкӏэ | гъургьэхыу,accepted
wiktionary-00800,train,true,,wiktionary,800,lexicon,гъунэ,"border, edge, brink, brim, fringe ; outskirts (the edges or areas around a city or town) ; end",noun,гъунэ | гъунэхэм | гъунэхыу | гъунэм | гъунэхэр | гъунэу | гъунэкӏэ | гъунэхэкӏэ | гъунэр | гъунэхэ | гъунэхэмэ,accepted
wiktionary-00801,train,true,,wiktionary,801,lexicon,гъунэгъу,neighbor,noun,гъунэгъу | гъунэгъуыу | гъунэгъуэкӏэ | гъунэгъуэхэр | гъунэгъуэм | гъунэгъуэхэ | гъунэгъуэ | гъунэгъуэхэкӏэ | гъунэгъуэхэм | гъунэгъухыу | гъунэгъуэр | гъунэгъуэхэмэ,accepted
wiktionary-00802,validation,true,,wiktionary,802,lexicon,гъунэфын,to ask a girl's parent for permission to merry her,verb,гъунэфын,accepted
wiktionary-00803,train,true,,wiktionary,803,lexicon,гъупчъ,sickle,noun,гъупчъ | гъупчъэхэмэ | гъупчъэ | гъупчъэхэ | гъупчъэм | гъупчъыу | гъупчъэхэкӏэ | гъупчъэхэм | гъупчъэр | гъупчъэхыу | гъупчъэхэр | гъупчъэкӏэ,accepted
wiktionary-00804,train,true,,wiktionary,804,lexicon,гъурз,anchor,noun,гъурз,accepted
wiktionary-00805,train,true,,wiktionary,805,lexicon,гъуркӏ,severe frost; hard frost; sharp frost; biting frost,noun,гъуркӏ,accepted
wiktionary-00806,train,true,,wiktionary,806,lexicon,гъусэ,"(Kfar Kama dialect) friend ; associate ; comrade ; teammate, one that is in the same group or team. ; companion, fellow, accompanier, one that is following or accompanying (for example fellow traveller) ; partner",noun,гъусэ | гъусэхэмэ | гъусэхэ | гъусэу | гъусэм | гъусэхэкӏэ | гъусэр | гъусэкӏэ | гъусэхыу | гъусэхэр | гъусэхэм,accepted
wiktionary-00807,train,true,,wiktionary,807,lexicon,гъусэ кӏалэ,boyfriend,noun,гъусэ кӏалэ | гъусэ кӏалэм | кӏэлэ гъусэ | кӏэлэ гъусэхэр | кӏэлэ гъусэм | кӏэлэ гъусэкӏэ | гъусэ кӏалэу | кӏэлэ гъусэхэкӏэ | гъусэ кӏалэхэм | гъусэ кӏалэр | гъусэ кӏалэкӏэ | кӏэлэ гъусэхэмэ | кӏэлэ гъусэу | гъусэ кӏалэхэр | гъусэ кӏалэхэмэ | кӏэлэ гъусэр | кӏэлэ гъусэхэм | гъусэ кӏалэхыу | гъусэ кӏалэхэкӏэ | гъусэ кӏалэхэ | кӏэлэ гъусэхэ | кӏэлэ гъусэхыу,accepted
wiktionary-00808,test,true,,wiktionary,808,lexicon,гъусэ пшъашъэ,girlfriend,noun,гъусэ пшъашъэ | гъусэ пшъашъэм | пшъэшъэ гъусэхэкӏэ | гъусэ пшъашъэкӏэ | гъусэ пшъашъэхэм | пшъэшъэ гъусэкӏэ | пшъэшъэ гъусэм | гъусэ пшъашъэр | гъусэ пшъашъэхэкӏэ | пшъэшъэ гъусэр | гъусэ пшъашъэхыу | гъусэ пшъашъэхэмэ | гъусэ пшъашъэхэ | пшъэшъэ гъусэхэр | гъусэ пшъашъэхэр | гъусэ пшъашъэу | пшъэшъэ гъусэхэмэ | пшъэшъэ гъусэхэм | пшъэшъэ гъусэу | пшъэшъэ гъусэхэ | пшъэшъэ гъусэхыу | пшъэшъэ гъусэ,accepted
wiktionary-00809,train,true,,wiktionary,809,lexicon,гъусэн,"to be with, to be associate with someone",verb,гъусэн,accepted
wiktionary-00810,test,true,,wiktionary,810,lexicon,гъутхьан,to urinate; to piss,verb,гъутхьан,accepted
wiktionary-00811,train,true,,wiktionary,811,lexicon,гъутхьэпс,"urine, piss",noun,гъутхьэпс | гъутхьэпсэкӏэ | гъутхьэпсэм | гъутхьэпсэр | гъутхьэпсэхэ | гъутхьэпсэ | гъутхьэпсэхэм | гъутхьэпсэхэкӏэ | гъутхьэпсэхэмэ | гъутхьэпсэхэр | гъутхьэпсэхыу | гъутхьэпсыу,accepted
wiktionary-00812,train,true,,wiktionary,812,lexicon,гъучӏы,iron,noun,гъучӏы | гъучӏыхэм | гъучӏым | гъучӏыхэмэ | гъучӏыхэкӏэ | гъучӏыхэр | гъучӏыу | гъучӏыкӏэ | гъучӏыр | гъучӏыхыу,accepted
wiktionary-00813,train,true,,wiktionary,813,lexicon,гъучӏыбзыу,airplane,noun,гъучӏыбзыу,accepted
wiktionary-00814,test,true,,wiktionary,814,lexicon,гъучӏынэ,wire,noun,гъучӏынэ | гъучӏынэхэкӏэ | гъучӏынэкӏэ | гъучӏынэхэмэ | гъучӏынэхэм | гъучӏынэхэр | гъучӏынэм | гъучӏынэр | гъучӏынэхыу | гъучӏынэу | гъучӏынэхэ,accepted
